52, 14
52, 15
52, 16
52, 17
52, 18
53, 11
53, 12
53, 13
53, 14
53, 15
53, 16
53, 17
53, 18
53, 19
53, 20
53, 21
53, 22
53, 23
54, 10
54, 11
54, 12
54, 13
54, 14
54, 15
54, 16
54, 17
54, 18
54, 19
54, 20
54, 21
54, 22
54, 23
54, 24
54, 25
54, 26
54, 27
55, 9
55, 10
55, 11
55, 12
55, 13
55, 14
55, 15
55, 16
55, 17
55, 18
55, 19
55, 20
55, 21
55, 22
55, 23
55, 24
55, 25
55, 26
55, 27
55, 28
55, 29
55, 30
56, 8
56, 9
56, 10
56, 11
56, 12
56, 13
56, 14
56, 15
56, 16
56, 17
56, 18
56, 19
56, 20
56, 21
56, 22
56, 23
56, 24
56, 25
56, 26
56, 27
56, 28
56, 29
56, 30
56, 31
56, 32
56, 33
57, 7
57, 8
57, 9
57, 10
57, 11
57, 12
57, 13
57, 14
57, 15
57, 16
57, 17
57, 18
57, 19
57, 20
57, 21
57, 22
57, 23
57, 24
57, 25
57, 26
57, 27
57, 28
57, 29
57, 30
57, 31
57, 32
57, 33
57, 34
57, 35
57, 36
57, 37
58, 7
58, 8
58, 9
58, 10
58, 11
58, 12
58, 13
58, 14
58, 15
58, 16
58, 17
58, 18
58, 19
58, 20
58, 21
58, 22
58, 23
58, 24
58, 25
58, 26
58, 27
58, 28
58, 29
58, 30
58, 31
58, 32
58, 33
58, 34
58, 35
58, 36
58, 37
58, 38
58, 39
58, 40
59, 6
59, 7
59, 8
59, 9
59, 10
59, 11
59, 12
59, 13
59, 14
59, 15
59, 16
59, 17
59, 18
59, 19
59, 20
59, 21
59, 22
59, 23
59, 24
59, 25
59, 26
59, 27
59, 28
59, 29
59, 30
59, 31
59, 32
59, 33
59, 34
59, 35
59, 36
59, 37
59, 38
59, 39
59, 40
59, 41
59, 42
59, 43
60, 6
60, 7
60, 8
60, 9
60, 10
60, 11
60, 12
60, 13
60, 14
60, 15
60, 16
60, 17
60, 18
60, 19
60, 20
60, 21
60, 22
60, 23
60, 24
60, 25
60, 26
60, 27
60, 28
60, 29
60, 30
60, 31
60, 32
60, 33
60, 34
60, 35
60, 36
60, 37
60, 38
60, 39
60, 40
60, 41
60, 42
60, 43
60, 44
60, 45
60, 46
61, 5
61, 6
61, 7
61, 8
61, 9
61, 10
61, 11
61, 12
61, 13
61, 14
61, 15
61, 16
61, 17
61, 18
61, 19
61, 20
61, 21
61, 22
61, 23
61, 24
61, 25
61, 26
61, 27
61, 28
61, 29
61, 30
61, 31
61, 32
61, 33
61, 34
61, 35
61, 36
61, 37
61, 38
61, 39
61, 40
61, 41
61, 42
61, 43
61, 44
61, 45
61, 46
61, 47
61, 48
61, 49
62, 5
62, 6
62, 7
62, 8
62, 9
62, 10
62, 11
62, 12
62, 13
62, 14
62, 15
62, 16
62, 17
62, 18
62, 19
62, 20
62, 21
62, 22
62, 23
62, 24
62, 25
62, 26
62, 27
62, 28
62, 29
62, 30
62, 31
62, 32
62, 33
62, 34
62, 35
62, 36
62, 37
62, 38
62, 39
62, 40
62, 41
62, 42
62, 43
62, 44
62, 45
62, 46
62, 47
62, 48
62, 49
62, 50
62, 51
62, 52
63, 5
63, 6
63, 7
63, 8
63, 9
63, 10
63, 11
63, 12
63, 13
63, 14
63, 15
63, 16
63, 17
63, 18
63, 19
63, 20
63, 21
63, 22
63, 23
63, 24
63, 25
63, 26
63, 27
63, 28
63, 29
63, 30
63, 31
63, 32
63, 33
63, 34
63, 35
63, 36
63, 37
63, 38
63, 39
63, 40
63, 41
63, 42
63, 43
63, 44
63, 45
63, 46
63, 47
63, 48
63, 49
63, 50
63, 51
63, 52
63, 53
63, 54
63, 55
64, 5
64, 6
64, 7
64, 8
64, 9
64, 10
64, 11
64, 12
64, 13
64, 14
64, 15
64, 16
64, 17
64, 18
64, 19
64, 20
64, 21
64, 22
64, 23
64, 24
64, 25
64, 26
64, 27
64, 28
64, 29
64, 30
64, 31
64, 32
64, 33
64, 34
64, 35
64, 36
64, 37
64, 38
64, 39
64, 40
64, 41
64, 42
64, 43
64, 44
64, 45
64, 46
64, 47
64, 48
64, 49
64, 50
64, 51
64, 52
64, 53
64, 54
64, 55
64, 56
64, 57
64, 58
65, 4
65, 5
65, 6
65, 7
65, 8
65, 9
65, 10
65, 11
65, 12
65, 13
65, 14
65, 15
65, 16
65, 17
65, 18
65, 19
65, 20
65, 21
65, 22
65, 23
65, 24
65, 25
65, 26
65, 27
65, 28
65, 29
65, 30
65, 31
65, 32
65, 33
65, 34
65, 35
65, 36
65, 37
65, 38
65, 39
65, 40
65, 41
65, 42
65, 43
65, 44
65, 45
65, 46
65, 47
65, 48
65, 49
65, 50
65, 51
65, 52
65, 53
65, 54
65, 55
65, 56
65, 57
65, 58
65, 59
65, 60
65, 61
66, 4
66, 5
66, 6
66, 7
66, 8
66, 9
66, 10
66, 11
66, 12
66, 13
66, 14
66, 15
66, 16
66, 17
66, 18
66, 19
66, 20
66, 21
66, 22
66, 23
66, 24
66, 25
66, 26
66, 27
66, 28
66, 29
66, 30
66, 31
66, 32
66, 33
66, 34
66, 35
66, 36
66, 37
66, 38
66, 39
66, 40
66, 41
66, 42
66, 43
66, 44
66, 45
66, 46
66, 47
66, 48
66, 49
66, 50
66, 51
66, 52
66, 53
66, 54
66, 55
66, 56
66, 57
66, 58
66, 59
66, 60
66, 61
66, 62
66, 63
66, 64
67, 4
67, 5
67, 6
67, 7
67, 8
67, 9
67, 10
67, 11
67, 12
67, 13
67, 14
67, 15
67, 16
67, 17
67, 18
67, 19
67, 20
67, 21
67, 22
67, 23
67, 24
67, 25
67, 26
67, 27
67, 28
67, 29
67, 30
67, 31
67, 32
67, 33
67, 34
67, 35
67, 36
67, 37
67, 38
67, 39
67, 40
67, 41
67, 42
67, 43
67, 44
67, 45
67, 46
67, 47
67, 48
67, 49
67, 50
67, 51
67, 52
67, 53
67, 54
67, 55
67, 56
67, 57
67, 58
67, 59
67, 60
67, 61
67, 62
67, 63
67, 64
67, 65
67, 66
67, 67
68, 4
68, 5
68, 6
68, 7
68, 8
